Date,Description,Amount,Schedule C Category
07-23-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-50.65,Business Supplies
07-23-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-12.26,Vehicle Expenses:Fuel
07-23-21,Debit Card Wal-Mart Super C SULPHUR SPRI NT #4349,-77.69,Business Supplies
07-23-21,Debit Card Wal-Mart Super C SULPHUR SPRI NT #4349,-118.59,Business Supplies
07-23-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.63,Business Supplies
07-23-21,Debit Card OPTIMUM OUTCOMES 877-7959819 A #4349,-127.37,Owners Draw
07-23-21,Debit Card ALLERGY ENT CLIN GREENVILLE T #4349,-65,Owners Draw
07-23-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-86.77,COGS:Materials & Supplies
07-23-21,Debit Card SQ *THE MAGIC SC Sulphur Spri nT #0759,-7.75,Business Supplies
07-23-21,Debit Card WINDHAM PROS-FIC 800-969-0059 N #0759,-125,Legal & Professional Services
07-23-21,Debit Card LABCORP CASH TXP GREENVILLE T #4349,-476,Owners Draw
07-23-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
07-23-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
07-23-21,ACH LTG TEXARKANA T PURCHASE TELECHK 800-697-926 CK 3594,-716.46,Repairs & Maintenance:Equipment
07-23-21,Cash Roundup Transfer,-3.47,Miscellaneous Expenses
07-26-21,Deposit,2007.5,Business Income
07-26-21,Deposit,483.25,Business Income
07-26-21,ACH Square Inc 210726 P2,132.86,Business Income
07-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-36.04,Business Supplies
07-26-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-39.88,Business Supplies
07-26-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.68,Business Supplies
07-26-21,Debit Card JOE BOB'S #5 COMO T #4349,-48.08,Owners Draw
07-26-21,Debit Card JOE BOB'S #5 COMO T #4349,-10.97,Owners Draw
07-26-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.39,Business Supplies
07-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-120.36,Business Supplies
07-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-30.03,Business Supplies
07-26-21,Debit Card JOE BOB'S #5 COMO T #4349,-3.38,Owners Draw
07-26-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.39,Business Supplies
07-26-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-14.06,Financial Fees:Payment Processing
07-26-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-4.42,Business Supplies
07-26-21,Debit Card CHICK-FIL-A #041 SULPHUR SPRI NT #0759,-10.77,Meals
07-26-21,Debit Card PLAIN & FANCY SA SULPHUR SPRI NT #4349,-37.31,Meals
07-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
07-26-21,Debit Card MUDDY JAKES SULPHUR S T #4349,-50.1,Meals
07-26-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
07-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-12.47,COGS:Materials & Supplies
07-26-21,Debit Card JUAN PABLOS MEX SULPHUR SPRI NT #4349,-50,Meals
07-26-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-49.74,Financial Fees:Payment Processing
07-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-26.5,COGS:Materials & Supplies
07-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-18.29,COGS:Materials & Supplies
07-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-7.98,Meals
07-26-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
07-26-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-250,Owners Draw
07-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-209.85,COGS:Materials & Supplies
07-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
07-26-21,Debit Card Amazon Kids+*2E8 888-802-3080 W #4349,-7.45,Owners Draw
07-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-18.24,Meals
07-26-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-220,Owners Draw
07-26-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
07-26-21,Debit RCR PAYPAL *ZAZZLECO 4029357733 C #4349,-44.91,Financial Fees:Payment Processing
07-26-21,Debit RCR DISNEYPLUS 888-9057888 C #4349,-8.65,Owners Draw
07-26-21,Cash Roundup Transfer,-13.42,Miscellaneous Expenses
07-26-21,Check 3500,-900,Paid Checks
07-27-21,ATM Withdrawal 941 GILMER ST SULPHUR SPRI NT #4349,-103,Owners Draw
07-27-21,Debit Card SHELL SERVICE S SULPHUR SPRI NT #4349,-17.04,Vehicle Expenses:Fuel
07-27-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-42.18,Financial Fees:Payment Processing
07-27-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-10.34,COGS:Materials & Supplies
07-27-21,Debit Card NAPA MT PLEASANT MT PLEASANT T #4349,-63.03,COGS:Materials & Supplies
07-27-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
07-27-21,Debit RCR PAYPAL *ZAZZLECO 4029357733 C #4349,-52.6,Financial Fees:Payment Processing
07-27-21,Check 3501,-575,Paid Checks
07-27-21,Check 3502,-3300,Paid Checks
07-27-21,Check 3595,-55,Paid Checks
07-27-21,Check 3596,-834.71,Paid Checks
07-27-21,Check 3599,-700,Paid Checks
07-28-21,Deposit,6302.42,Business Income
07-28-21,ACH AUTO RENTALS INC ACH PAYMNT IV104626 3945671 000000000004600000000000004600000000000000000,638.15,Other Business Income
07-28-21,ACH Square Inc 210728 P2,287.92,Business Income
07-28-21,Debit RCR Rev PAYPAL *ZAZZLECO 4029357733 C #4349,44.91,Uncategorized
07-28-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.12,Business Supplies
07-28-21,Debit Card STAR MART # 5 SULPHUR SPRI NT #4349,-12.26,Vehicle Expenses:Fuel
07-28-21,Debit Card DAIRY QUEEN #14 MOUNT VERNON T #0759,-23.87,Meals
07-28-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-59.88,COGS:Materials & Supplies
07-28-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-8.3,COGS:Materials & Supplies
07-28-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-38.93,Financial Fees:Payment Processing
07-28-21,ACH WEX INC FLEET FEBI,-400,Vehicle Expenses:Fuel
07-28-21,Overdraft Charge 3599 700.00,-29,Financial Fees:Bank Charges
07-28-21,Overdraft Charge 0 400.00,-29,Financial Fees:Bank Charges
07-28-21,Cash Roundup Transfer,-2.64,Miscellaneous Expenses
07-28-21,Check 3598,-1000,Paid Checks
07-28-21,3597,-250,Paid Checks
07-29-21,Deposit,3500,Business Income
07-29-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #4349,-100,Owners Draw
07-29-21,Debit Card LITTLE CAESARS 1 SULPHUR SPRI NT #4349,-16.22,Meals
07-29-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-35,Business Supplies
07-29-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.12,Business Supplies
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-41.08,Financial Fees:Payment Processing
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-49.7,Financial Fees:Payment Processing
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-21.62,Financial Fees:Payment Processing
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-30.29,Financial Fees:Payment Processing
07-29-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-19.72,Business Supplies
07-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-18.98,COGS:Materials & Supplies
07-29-21,Debit Card 159 BRAUMS STORE SULPHUR SPRI NT #4349,-4.64,Owners Draw
07-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-9.89,COGS:Materials & Supplies
07-29-21,Debit Card 159 BRAUMS STORE SULPHUR SPRI NT #4349,-22.27,Owners Draw
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-10.81,Financial Fees:Payment Processing
07-29-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-11.86,Meals
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-31.36,Financial Fees:Payment Processing
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-14.06,Financial Fees:Payment Processing
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-16.21,Financial Fees:Payment Processing
07-29-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
07-29-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-24.87,Financial Fees:Payment Processing
07-29-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-14.57,Meals
07-29-21,Debit RCR CARROLL TIRE 877-822-0009 F #4349,-223.08,COGS:Materials & Supplies
07-29-21,Debit RCR SIE PLAYSTATIONN SAN MATEO C #4349,-64.94,Owners Draw
07-29-21,Debit RCR VZWRLSS*BILL PAY 800-922-0204 F #4349,-159.75,Utilities:Phone
07-29-21,Cash Roundup Transfer,-10.14,Miscellaneous Expenses
07-30-21,ATM Withdrawal 941 GILMER ST SULPHUR SPRI NT #4349,-123,Owners Draw
07-30-21,Debit Card PILOT #0157 SULPHUR SPG T #4349,-20.76,Vehicle Expenses:Fuel
07-30-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-11.91,Business Supplies
07-30-21,Debit Card PAYPAL *BEYOND M San Jose C #4349,-51,Financial Fees:Payment Processing
07-30-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-18.25,Vehicle Expenses:Fuel
07-30-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-44.3,Financial Fees:Payment Processing
07-30-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.41,Business Supplies
07-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-103.1,COGS:Materials & Supplies
07-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-38.8,COGS:Materials & Supplies
07-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-60.27,COGS:Materials & Supplies
07-30-21,Debit Card SQ *NORTHCUTT DO PARIS T #4349,-7.2,Owners Draw
07-30-21,Debit Card PAYPAL *SWANKY T San Jose C #4349,-40.38,Financial Fees:Payment Processing
07-30-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-8.74,Meals
07-30-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
07-30-21,Cash Roundup Transfer,-6.06,Miscellaneous Expenses
08-02-21,Deposit,2615,Business Income
08-02-21,Deposit,3500,Business Income
08-02-21,IB INTERNET TRANSFER FROM ACCOUNT *8069,140,Account Transfers
08-02-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
08-02-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
08-02-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
08-02-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
08-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-52.7,Business Supplies
08-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-21.21,Business Supplies
08-02-21,Debit Card AUTOZONE 1187 B SULPHUR SPRI NT #4349,-16.42,COGS:Materials & Supplies
08-02-21,Debit Card Sulphur S Sulphu Sulphur Spri nT #4349,-2.48,Business Supplies
08-02-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-29.17,Financial Fees:Payment Processing
08-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-19.72,Business Supplies
08-02-21,Debit Card CN TRAVEL PLAZA- GRANT O #4349,-8.15,Vehicle Expenses:Fuel
08-02-21,Debit Card EVI*CHOCTAW CASI GRANT O #4349,-1037.5,Owners Draw
08-02-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-25.22,Business Supplies
08-02-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-35.68,Financial Fees:Payment Processing
08-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-19.99,Business Supplies
08-02-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-28.09,Financial Fees:Payment Processing
08-02-21,Debit Card PAYPAL *THRIFTBO 2532752241 W #4349,-26.51,Financial Fees:Payment Processing
08-02-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-6.91,Meals
08-02-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
08-02-21,Debit Card INSTACART SAN FRANCISC OC #4349,-230.01,Owners Draw
08-02-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-136.24,COGS:Materials & Supplies
08-02-21,Debit Card CN CASINO GRANT- GRANT O #4349,-3,Owners Draw
08-02-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-134.88,COGS:Materials & Supplies
08-02-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-24.87,Financial Fees:Payment Processing
08-02-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-02-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-250,Owners Draw
08-02-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
08-02-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
08-02-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-40.12,Meals
08-02-21,Debit Card PILOT 00 SULPHUR SPRI NT #4349,-22.68,Vehicle Expenses:Fuel
08-02-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-50,Owners Draw
08-02-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-02-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
08-02-21,Debit RCR CARROLL TIRE 877-822-0009 F #4349,-345.4,COGS:Materials & Supplies
08-02-21,Debit RCR CARROLL TIRE 877-822-0009 F #4349,-238.2,COGS:Materials & Supplies
08-02-21,Cash Roundup Transfer,-12.21,Miscellaneous Expenses
08-02-21,Check 3505,-150,Paid Checks
08-03-21,Deposit,1985,Business Income
08-03-21,ACH Square Inc 210803 P2,393.04,Business Income
08-03-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,12.87,COGS:Materials & Supplies
08-03-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-14.51,Business Supplies
08-03-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-26.99,Business Supplies
08-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-54.2,COGS:Materials & Supplies
08-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-12.87,COGS:Materials & Supplies
08-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-33.37,COGS:Materials & Supplies
08-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-68.43,COGS:Materials & Supplies
08-03-21,Debit Card CITY OF SULPHUR SULPHUR SPRI NT #4349,-287.39,Utilities:Water
08-03-21,Debit Card CITY OF SULPHUR SULPHUR SPRI NT #4349,-326.56,Utilities:Water
08-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-03-21,Cash Roundup Transfer,-3.86,Miscellaneous Expenses
08-03-21,Check 3507,-700,Paid Checks
08-03-21,Check 3510,-800,Paid Checks
08-04-21,ACH Square Inc 210804 P2,308.8,Business Income
08-04-21,ATM Withdrawal 711 HORSESHOE BLVD BOSSIER CITY L #4349,-407.99,Owners Draw
08-04-21,ATM Withdrawal 711 HORSESHOE BLVD BOSSIER CITY L #4349,-407.99,Owners Draw
08-04-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-33.09,Business Supplies
08-04-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-14.06,Financial Fees:Payment Processing
08-04-21,Debit Card GRAB-N-GO #2 MARSHALL T #4349,-55.01,Meals
08-04-21,Debit Card TIERRA DEL SOL SULPHUR SPRI NT #4349,-38.32,Meals
08-04-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-159.39,COGS:Materials & Supplies
08-04-21,Debit Card PILOT 00 SULPHUR SPRI NT #4349,-25.38,Vehicle Expenses:Fuel
08-04-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-57.32,Financial Fees:Payment Processing
08-04-21,Debit Card PAYPAL *BODOKE San Jose C #4349,-24.99,Financial Fees:Payment Processing
08-04-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-10.81,Financial Fees:Payment Processing
08-04-21,Check 3508,-250,Paid Checks
08-04-21,Check 3503,-4492.85,Paid Checks
08-04-21,Check 3506,-1000,Paid Checks
08-05-21,Deposit,1617.5,Business Income
08-05-21,Debit Card QT 983 INSIDE 14 GREENVILLE T #4349,-24.2,Vehicle Expenses:Fuel
08-05-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-80,COGS:Materials & Supplies
08-05-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
08-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-15.38,COGS:Materials & Supplies
08-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-26.08,COGS:Materials & Supplies
08-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-20.3,COGS:Materials & Supplies
08-05-21,Debit Card WHATABURGER 700 LONGVIEW T #4349,-11,Meals
08-05-21,Overdraft Charge 3509 75.00,-29,Financial Fees:Bank Charges
08-05-21,Overdraft Charge 3508 250.00,-29,Financial Fees:Bank Charges
08-05-21,"Overdraft Charge 3506 1,000.00",-29,Financial Fees:Bank Charges
08-05-21,Cash Roundup Transfer,-3.04,Miscellaneous Expenses
08-05-21,Check 3509,-75,Paid Checks
08-06-21,ACH AUTO RENTALS INC ACH PAYMNT IV224153 3972225 000000000102488000000000102488000000000000000,1024.88,Other Business Income
08-06-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.12,Business Supplies
08-06-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.84,Business Supplies
08-06-21,Debit Card Sulphur S Sulphu Sulphur Spri nT #4349,-58.15,Business Supplies
08-06-21,Debit Card ALLERGY ENT CLIN GREENVILLE T #4349,-65,Owners Draw
08-06-21,Debit Card MCDONALD'S F6425 GREENVILLE T #4349,-5.39,Meals
08-06-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
08-06-21,Debit Card INSTACART SAN FRANCISC OC #4349,-34.69,Owners Draw
08-06-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-11.86,Meals
08-06-21,Debit Card PAYPAL *Emlynn.9 San Jose C #4349,-58.95,Financial Fees:Payment Processing
08-06-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-06-21,Automatic Loan Pmt LN PyXXXXXX0645 1,-262.22,Loan Payments
08-06-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-76.53,Owners Draw
08-06-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-22.98,Owners Draw
08-06-21,Cash Roundup Transfer,-3.18,Miscellaneous Expenses
08-09-21,Deposit,2055,Business Income
08-09-21,Deposit,763.77,Business Income
08-09-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-27.58,Business Supplies
08-09-21,Debit Card DOLLAR-GE DG 017 SULPHUR SPRI NT #4349,-58.78,Business Supplies
08-09-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-23.77,Financial Fees:Payment Processing
08-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-18.54,Business Supplies
08-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-19.41,Business Supplies
08-09-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-22.96,Business Supplies
08-09-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-14.06,Financial Fees:Payment Processing
08-09-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-5.65,Business Supplies
08-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.39,Business Supplies
08-09-21,Debit Card JOE BOB #3 SULPHUR SPRI NT #4349,-50.17,Owners Draw
08-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-24.3,Business Supplies
08-09-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-35.7,Financial Fees:Payment Processing
08-09-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #4349,-32.77,Meals
08-09-21,Debit Card TIERRA DEL SOL SULPHUR SPRI NT #4349,-39.89,Meals
08-09-21,Debit Card WENDY'S 11637 SULPHUR SPRI NT #4349,-11.57,Meals
08-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-09-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-116.35,COGS:Materials & Supplies
08-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-09-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-36.48,COGS:Materials & Supplies
08-09-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-60.78,COGS:Materials & Supplies
08-09-21,Debit Card CVS/PHARMACY #07 SULPHUR SPRI NT #4349,-167.06,Business Supplies
08-09-21,Debit Card BIG SMITH BAR-B- SULPHUR SPRI NT #4349,-44.28,Meals
08-09-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
08-09-21,Debit Card DAIRY QUEEN - 44 SULPHUR SPRI NT #4349,-15.98,Meals
08-09-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
08-09-21,Debit Card CVS/PHARMACY #07 Sulphur Spri nT #4349,-25.25,Business Supplies
08-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-6.26,Meals
08-09-21,Debit Card INSTACART SAN FRANCISC OC #4349,-200.87,Owners Draw
08-09-21,Debit Card SQ *NORTHCUTT DO PARIS T #4349,-12.05,Owners Draw
08-09-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-11.86,Meals
08-09-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-21.64,Financial Fees:Payment Processing
08-09-21,Debit Card CHICKEN EXPRESS- SULPHUR SPRI NT #4349,-54.67,Meals
08-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-11.27,Meals
08-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
08-09-21,Cash Roundup Transfer,-14.38,Miscellaneous Expenses
08-10-21,Deposit,690.86,Business Income
08-10-21,ACH AUTO RENTALS INC ACH PAYMNT IV214555 3980263 000000000024897000000000024897000000000000000,715.61,Other Business Income
08-10-21,IB INTERNET TRANSFER FROM ACCOUNT *8069,40,Account Transfers
08-10-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #4349,-13.16,Meals
08-10-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-125.91,COGS:Materials & Supplies
08-10-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-11.86,Meals
08-10-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-300,Owners Draw
08-10-21,Cash Roundup Transfer,-1.07,Miscellaneous Expenses
08-10-21,Check 3511,-700,Paid Checks
08-10-21,Check 3513,-600,Paid Checks
08-11-21,Deposit,1203.52,Business Income
08-11-21,ACH Square Inc 210811 P2,438.23,Business Income
08-11-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-10.49,Business Supplies
08-11-21,Debit Card E-Z MART 4282 SULPHUR SPRI NT #4349,-10.92,Vehicle Expenses:Fuel
08-11-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-5.27,Vehicle Expenses:Fuel
08-11-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-27.96,Business Supplies
08-11-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-33.43,Business Supplies
08-11-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-21.55,Business Supplies
08-11-21,Debit Card PRICE INTERNATIO 903-5979363 T #4349,-651.35,COGS:Materials & Supplies
08-11-21,Debit Card REDNECK TRAILER SULPHUR SPRI NT #4349,-154.41,COGS:Materials & Supplies
08-11-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-209.57,COGS:Materials & Supplies
08-11-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-13.8,COGS:Materials & Supplies
08-11-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-125.91,COGS:Materials & Supplies
08-11-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-12.34,COGS:Materials & Supplies
08-11-21,Debit Card FIV*AUTOLUBE- BR SULPHUR SPRI NT #4349,-60.55,Vehicle Expenses:Repairs
08-11-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-11.86,Meals
08-11-21,Debit Card PAYPAL *APPLE.CO San Jose C #4349,-34.6,Financial Fees:Payment Processing
08-11-21,Debit RCR PAYPAL *SPLENDIE 4029357733 C #4349,-9.2,Financial Fees:Payment Processing
08-11-21,Debit RCR SIE*PLAYSTATIONN 877-971-7669 C #4349,-32.46,Owners Draw
08-11-21,Debit RCR NETFLIX COM LOS GATOS C #4349,-19.2,Owners Draw
08-11-21,ACH CAPITAL ONE MOBILE PMT,-150,Owners Draw
08-11-21,Cash Roundup Transfer,-8.13,Miscellaneous Expenses
08-11-21,Check 3512,-1000,Paid Checks
08-11-21,Check 3514,-250,Paid Checks
08-11-21,Check 3517,-65,Paid Checks
08-12-21,Deposit,342.5,Business Income
